title,lifetime_gross,year
Monty Python Live at the Hollywood Bowl,327958,1982
Super,327716,2011
Viruddh,327615,2005
Elaine Stritch: Shoot Me,327452,2014
Liberal Arts,327345,2012
Nymphomaniac: Volume II,327167,2014
The Road to Guantanamo,326876,2006
Come Undone,326484,2001
Russian Dolls,326095,2006
Ju-On: The Grudge,325680,2004
The Central Park Five,325653,2012
Stranger By the Lake,325196,2014
City of Men,325131,2008
Camp (2013),324977,2013
Shamitabh,324597,2015
Les Enfants Du Marais,324006,1999
World Gone Wild,323947,1988
Me You Them,323923,2001
The Boys of Baraka,323860,2005
The Education of Little Tree,323411,1997
Winter Sleepers,323041,2000
The Cement Garden,322975,1994
House of Cards,322871,1993
The Last Waltz,322313,1978
The Bounce Back,321910,2016
Jafar Panahi's Taxi,321642,2015
In the Fade,321011,2017
Chuck,320725,2017
Days of Glory,320700,2006
A Film Unfinished,320486,2010
Happy Together,320319,1997
TerrorVision,320256,1986
Die Mommie Die!,320092,2003
Winter Solstice,319355,2005
The Safety of Objects,319299,2003
Compliance,319285,2012
Trading Mom,319123,1994
Steve Harvey's Don't Trip... He Ain't Through with Me Yet!,319021,2006
Adore,318982,2013
Bride of the Wind,318823,2001
Bukowski: Born Into This,318816,2004
Telling Lies in America,318809,1997
The Yellow Handkerchief,318623,2010
Thirst,318574,2009
Trekkies,318246,1999
Not Today,318121,2013
Today's Special,317831,2010
Saathiya,317564,2002
Lovers of the Arctic Circle,317422,1999
The Salt of Life,317405,2012
On My Way,317324,2014
AmeriGeddon,316554,2016
Good Kill,316472,2015
Sweet Sixteen,316319,2003
Promised Land,316199,1988
David and Goliath,316100,2015
Le Dernier Souffle,316043,1999
Under the Sun,316020,2001
Crusoe,315421,1989
Obit.,315049,2017
Elling,314729,2002
Pukar,314701,2000
America's Heart and Soul,314402,2004
The Music of Chance,313967,1993
Happy Ending,313770,2014
Citizen Jane,313411,2017
The Breadwinner,313215,2017
Grass,313039,2000
Back to 1942,312954,2012
Tais-toi,312824,2004
For the Bible Tells Me So,312751,2007
The Hornet's Nest,312706,2014
City of Rock,312537,2017
L'Amour Fou,312494,2011
The Gatekeeper,312434,2003
The Mill and the Cross,312187,2011
The Flowers of War,311434,2012
Monster in a Box,311245,1992
Running Man (2015),310978,2015
A Silent Voice,310407,2017
Hindustan Ki Kasam,310330,1999
West of Memphis,310154,2012
I Am Eleven,310116,2014
A Cat in Paris,309973,2012
My Life as a Zucchini,309766,2017
Dark Days,309648,2000
The Panama Deception,309596,1992
Adam & Steve,309404,2006
Love (2012),309200,2012
"Bigger, Stronger, Faster*",308575,2008
Masti,308566,2004
Pumpkin,308552,2002
The Slingshot,308368,1994
Merchants of Doubt,308156,2015
Never Again,307631,2002
Dot the I,307486,2005
Intacto,307333,2002
The Addiction,307308,1995
Lost and Delirious,307233,2001
Secuestro Express,307208,2005
Francofonia,307040,2016
Whatever,307037,1998
A Five Star Life,306917,2014
This Film Is Not Yet Rated,306845,2006
Nico-Icon,306691,1995
The Trip,306567,2003
Constellation,306533,2007
Hard Promises,306319,1992
Unmistaken Child,306140,2009
Boarding School,306061,1983
Attack on Titan: Part 2,305934,2015
Pretty Persuasion,305800,2005
Hair Show,305281,2004
Khushi,305205,2003
Damsel,305136,2018
Eleni,305102,1985
Rapa Nui,305070,1994
Me Without You,304909,2002
Four Lions,304616,2010
Fido,304533,2007
Stolen (2012),304318,2012
The Holy Girl,304124,2005
Being Elmo: A Puppeteer's Journey,304052,2011
White Material,304020,2010
In the Land of Blood and Honey,303877,2011
The Chocolate War,303624,1988
NH10,303587,2015
"OSS 117: Cairo, Nest of Spies",303543,2008
The Life Before Her Eyes,303439,2008
Mood Indigo,303187,2014
Holy Rollers,303064,2010
Mia Madre,303002,2016
Chalk,302845,2007
Linsanity,302645,2013
Kabul Express,302458,2006
O'Horten,302232,2009
Mr. Jealousy,301796,1998
Happy End,301718,2017
Lilies,301548,1997
God Grew Tired of Us,301447,2007
Crazy Love,301027,2007
Armaan: The Desire,301010,2003
42 Up,300880,1999
White Water Summer,300859,1987
Different for Girls,300645,1997
Sukob (The Wedding Curse),300454,2006
Cronicas,300322,2005
London Dreams,300293,2009
The Informers,300000,2009
Love's Labour's Lost,299792,2000
SLC Punk!,299569,1999
Cotton Mary,299432,2000
Festival in Cannes,299171,2002
Beauty and the Beast (1946),298718,1947
Christine (2016),298525,2016
Go Goa Gone,298457,2013
Silmido,298347,2004
ITTEFAQ,298032,2017
Bulletproof Heart,297415,1994
Caterina in the Big City,296464,2005
Room 237,296359,2013
Bonhoeffer,296131,2003
Ethan Frome,296081,1993
Trixie,295683,2000
Freeway,295493,1996
April and the Extraordinary World,295488,2016
Riff-Raff,295444,1993
Wet Hot American Summer,295206,2001
Ixcanul,295157,2016
Rent-A-Cop,295000,1988
Mickey,294758,2004
Out Cold (1989),294266,1989
Adoration,294244,2009
Love and Other Catastrophes,294212,1997
Bliss (1997),294064,1997
Innocence (2014),294039,2014
A Woman in Berlin,294014,2009
The Dance of Reality,293680,2014
Feast of July,293274,1995
Buddies in India,293194,2017
Taxi 9211,292794,2006
All Over Me,292577,1997
Power and Terror: Noam Chomsky in Our Times,292470,2002
Passengers,292437,2008
Luminarias,292309,2000
Simon Sez,292152,1999
Passage to Zarahemla,292102,2007
The Man in 3B,291513,2015
I'm Dancing as Fast as I Can,291390,1982
Carried Away,290978,1996
Kings and Queen,290973,2005
Fraternity Row,290674,1977
The Aryan Couple,290211,2005
Scratch,289885,2002
Plain Clothes,289323,1988
The Son of Bigfoot,289308,2018
Shootout at Lokhandwala,289232,2007
Antarctica: A Year on Ice,288757,2014
Above and Beyond,288751,2015
Sarfarosh,288733,1999
I Am David,288552,2004
The Last of Robin Hood,288545,2014
The People vs. Fritz Bauer,288483,2016
Last Train Home,288328,2010
Something From Nothing: The Art of Rap,288312,2012
American Pimp,287724,2000
Outrage,287198,2009
Go Away Mr. Tumor,286639,2015
Karthik Calling Karthik,286409,2010
Aquarius,285930,2016
Cold Steel,285885,1987
Elsa & Fred (2014),285863,2014
Code 46,285585,2004
No Problem,285468,2010
The Hero - Love Story of a Spy,285394,2003
But Deliver Us from Evil,285169,2018
You Will Be My Son,285151,2013
Citizen Ruth,285112,1996
Marius and Jeannette,285038,1998
Only Human,284961,2006
Dil Kya Kare,284856,1999
The Doom Generation,284785,1995
Cyclo,284692,1996
The Anonymous People,284147,2013
Powwow Highway,283747,1989
Kill Me Again,283694,1989
Ten Canoes,283654,2007
Theeb,283024,2015
The Duchess of Langeais,282749,2008
The Interrupters,282448,2011
White God,282358,2015
Irma Vep,282310,1997
The King,282183,2006
Wide Awake,282175,1998
Green Dragon,281803,2002
A Borrowed Identity,281540,2015
Life During Wartime,281447,2010
That Evening Sun,281350,2009
Kundo: Age of the Rampant,280958,2014
Hate (La Haine),280859,1996
I Do... Until I Don't,280668,2017
The Battle of Shaker Heights,280351,2003
That's Entertainment! III,280163,1994
Mad Love (2002),280046,2002
Twice Upon a Yesterday,279757,1999
Blancanieves,279735,2013
American Hardcore,279665,2006
Equinox,279627,1993
"20,000 Days on Earth",279558,2014
Christmas in the Clouds,279225,2005
Wrestling Ernest Hemingway,278720,1993
Every Time We Say Goodbye,278623,1986
Smiling Fish & Goat on Fire,278492,2000
Tokyo Sonata,278356,2009
The Tempest,277943,2010
Tokyo Decadence,277845,1993
Lady Jane,277646,1986
Solas,277596,2000
In the Name of my Daughter,277528,2015
Something Special,277405,1986
Soul Kitchen,276901,2010
The Unknown Known,276497,2014
Beefcake,276259,1999
Valentin,275968,2004
Morning Light,275497,2008
Mesrine: Public Enemy No. 1,275387,2010
Southland Tales,275380,2007
Pinero,275171,2001
The Boy in Blue,275000,1986
Hey Ram,274675,2000
Taxi to the Dark Side,274661,2008
Kings (2018),274635,2018
Cafe au Lait,274596,1994
One Two Three,274589,2008
Main Tera Hero,274579,2014
Amen,274299,2003
Dirty,274245,2006
Suicide: The Ripple Effect,274227,2018
The Best of Youth,274024,2005
Planet B-Boy,273870,2008
Rascals,273829,2011
The Black Power Mix Tape: 1967-1975,273749,2011
The Swan Princess II,273644,1997
The Rules of the Game (re-issue),273641,2006
Empire Records,273188,1995
Becoming Colette,272931,1992
Paradise Lost,272750,1996
Unhook the Stars,272542,1996
Heavy Petting,272371,1989
Heart Like a Wheel,272278,1983
After the Storm,272132,2017
Countdown to Zero,272040,2010
The Endless,272020,2018
Tera Mera Ki Rishta,271942,2009
Seven Samurai,271841,1956
Night Moves,271755,2014
Love on the Cloud (Wei Ai),271734,2014
Big Girls Don't Cry... They Get Even,271327,1992
Deep Water,271143,2007
Night of the Living Dead 3D,271000,2006
Himmatwala,270880,2013
Waking the Dead,270745,2000
7 Khoon Maaf,270207,2011
This Old Cub,270014,2004
Surfwise,269994,2008
Kingsglaive: Final Fantasy: XV,269980,2016
Stalker (2017 re-release),269881,2017
American Dream,269823,1992
"Lucia, Lucia",269586,2003
Foxfire,269300,1996
My Golden Days,269144,2016
King of California,268461,2007
Harvard Beats Yale 29-29,268431,2008
Taxi (1998),268254,1998
Psycho Beach Party,268117,2000
Conan O'Brien Can't Stop,267965,2011
Morvern Callar,267907,2002
Honeydripper,267880,2007
Pastime,267265,1991
The Gospel According to Vic,267249,1986
Waking Up in Reno,267109,2002
Yossi and Jagger,267005,2003
The Lucky Ones,266967,2008
Munger Road,266689,2011
Rosetta,266665,1999
The Love Punch,266588,2014
Nil by Mouth,266130,1998
Hollow Reed,265732,1997
Life of Crime,265452,2014
The TV Set,265198,2007
Amongst Friends,265000,1993
The Grocer's Son,264889,2008
Beautiful People,264292,2000
Phil Ochs: There But For Fortune,263723,2011
Split Image,263635,1982
Elevator to the Gallows (Re-issue),263404,2005
Brand Upon the Brain!,263200,2007
Flirt,263192,1996
Life and Debt,263107,2001
Detective Dee: The Four Heavenly Kings,262963,2018
The Family Fang,262921,2016
Wakefield,262599,2017
Ernest & Celestine,262075,2014
Minimalism: A Documentary About the Important Things,261865,2016
Dheepan,261819,2016
Journey of Hope,261718,1991
The Stone Boy,261033,1984
Steep,260586,2007
Under Suspicion,260562,2000
Stone Reader,260523,2003
Hitchcock/Truffaut,260430,2015
"I, Daniel Blake",260354,2017
An Awfully Big Adventure,259724,1995
The Wind Will Carry Us,259510,2000
Chattahoochee,259486,1990
Illegally Yours,259019,1988
Closet Land,259012,1991
Dark Blue World,258771,2001
Great Expectations (2013),258656,2013
Turtles Can Fly,258578,2005
Blue Ruin,258384,2014
The Green Prince,258237,2014
The Music Never Stopped,258223,2011
Noelle,257868,2007
What's Your Rashee?,257868,2009
The Zero Theorem,257706,2014
Back to Burgundy,257610,2018
Cezanne et moi,257597,2017
Blood: The Last Vampire,257412,2009
Yo-kai Watch: The Movie,257343,2016
Mayor of the Sunset Strip,257315,2004
The Reckoning,257252,2004
Action Jackson (2014),256872,2014
Dancemaker,256780,1999
Miaou!,256770,2004
Alive Inside,256682,2014
Twenty-One,256521,1991
Love in the Buff,256451,2012
Dream Lover,256264,1994
In the Soup,256249,1992
Jean-Michel Basquiat: The Radiant Child,256242,2010
Boy (2012),256211,2012
Greendale,255947,2004
Old Joy,255923,2006
My Brother Is an Only Child,255620,2008
"Life, Animated",255388,2016
The Yes Men,255364,2004
Passione,255355,2011
Sex with Strangers,254852,2002
Gerry,254683,2003
The Blue Room,254666,2014
Dean,254536,2017
The War Zone,254441,1999
Maelstrom,254380,2000
Civil Brand,254293,2003
The War Tapes,254190,2006
Cemetary Man,253986,1996
National Gallery,253941,2014
Chicken with Plums,253874,2012
Trollhunter,253444,2011
Theremin: An Electronic Odyssey,253311,1995
The Fortress,252895,2017
Life in a Day,252788,2011
Love's Abiding Joy,252726,2006
Who is Cletis Tout?,252706,2002
Lola Versus,252603,2012
A Place Called Chiapas,252546,1998
Broken Bridges,252539,2006
Orphans (1987),252430,1987
Happily Ever After,252379,2005
Riding Alone for Thousands of Miles,252325,2006
In Praise of Love,252074,2002
Call Me,251819,1988
Tazza: The Hidden Card,251555,2014
Dominion: Prequel to the Exorcist,251495,2005
Happenstance,251444,2001
War of the Arrows,251200,2011
The Signal,251150,2008
The 13th Alley,250992,2008
The Swindle,250899,1998
Passion in the Desert,250897,1998
Spread,250618,2009
Dog Park,250147,1999
Gook,250130,2017
Humko Deewana Kar Gaye,250083,2006
The King (2018),250058,2018
Jet Lag (Canada),250000,2003
Sarkar 3,249588,2017
Gay Sex in the 70s,249565,2005
Skins,249204,2002
NFB of Canada Animation Festival,249167,1991
Love (2015),249083,2015
A Tout de Suite,248565,2005
Far Side of the Moon (Canada),248460,2003
Band Aid,248370,2017
Joe Strummer: The Future Is Unwritten,248362,2007
The Attacks of 26/11,248346,2013
Black Butler: Book of the Atlantic,248286,2017
15 Fevrier 1839,248093,2001
Promises,247948,2002
Time Regained,247728,2000
George Washington,247406,2000
Rough Magic,247202,1997
The Galapagos Affair: Satan Came to Eden,247159,2014
Enlighten Up!,246649,2008
My Dog Tulip,246574,2010
The Animation Show,246520,2005
Frozen (2010),246176,2010
Keep the Lights On,246112,2012
Watermarks,246094,2005
When You're Strange,246078,2010
"Larger than Life in 3D: Dave Matthews Band, Ben Harper and Gogol Bordello",246042,2009
Stepping Out,246000,1991
Dhoom,245756,2004
The New Age,245217,1994
Up and Down,245127,2005
Hello Brother,245034,1999
The Waiting Room,244951,2012
The Harmonists,244861,1999
La Moustache,244771,2006
Youth Without Youth,244397,2007
The Cuckoo,243936,2003
The Legend of God's Gun,243768,2008
My Uncle Rafael,243616,2012
The Summit,243550,2013
Santitos,243000,2000
Gandhi My Father,242967,2007
Oasis: Supersonic,242867,2016
My Perestroika,242707,2011
Gerhard Richter Painting,242646,2012
Dead Alive,242623,1993
Black Dynamite,242578,2009
The Swindlers,241916,2017
3-Iron,241914,2005
49 Up,241772,2006
Paperhouse,241278,1989
The Ottoman Lieutenant,240978,2017
Chaos Theory,240476,2008
Trishna,240381,2012
Lie Down with Dogs,240280,1995
Manufactured Landscapes,240239,2007
Carter High,240214,2015
Il Divo,240159,2009
Happy Times,240093,2002
One Man's Hero,240067,1999
Driving Lessons,239962,2006
The Beaches of Agnes,239711,2009
Like Someone in Love,239056,2013
Uncovered: The War on Iraq,238924,2004
Nina's Tragedies,238831,2005
La Buche,238754,2000
A Good Woman,238609,2006
Crown Heights,238558,2017
The Land Girls,238497,1998
The Independent,238431,2001
Ram Dass: Fierce Grace,238260,2002
American Satan,237708,2017
Monsters,237301,2010
Kontroll,237183,2005
El Bulli: Cooking in Progress,237181,2011
Puberty Blues,237000,1983
Middle of Nowhere (2012),236806,2012
Rare Exports: A Christmas Tale,236347,2010
Chopper,236185,2001
Tevar,236002,2015
James Cameron's Deepsea Challenge 3D,235659,2014
Hamari Adhuri Kahani,235361,2015
Wilbur Wants to Kill Himself,235294,2004
Circuit,235087,2002
Asa Nu Maan Watan,235075,2004
Art and Craft,235037,2014
Wah-Wah,234750,2006
Drawing Restraint 9,234743,2006
20 Once Again,234573,2015
Big Fan,234540,2009
O Jerusalem,234480,2007
Swimming,234287,2002
The Foot Fist Way,234286,2008
Fear of a Black Hat,233824,1994
Elena,233380,2012
Generation Wealth,233009,2018
Gainsbourg: A Heroic Life,233007,2011
Weapons of the Spirit,232981,1989
demonlover,232044,2003
Satin Rouge,231879,2002
Falling from Grace,231826,1992
The Invitation,231737,2016
Down and Derby,231609,2005
My Kid Could Paint That,231574,2007
A Place at the Table,231378,2013
Borg vs. McEnroe,231346,2018
Les Destinees,230900,2002
Diplomacy,230880,2014
(Untitled),230600,2009
Jimmy Vestvood: Amerikan Hero,230069,2016
A Single Girl,230049,1996
Tezz,229931,2012
Brighton Rock,229653,2011
Judgment in Berlin,229556,1988
Standard Operating Procedure,229117,2008
Slow West,229094,2015
Fifty/Fifty,229041,1993
The Taking of Tiger Mountain,228984,2015
The Love Witch,228894,2016
Land and Freedom,228800,1996
Imaginary Heroes,228767,2004
Confetti,228498,2006
Still Breathing,228455,1998
High Heels and Low Lifes,228194,2001
Jeremiah Tower,228153,2017
A Royal Night Out,228136,2015
InAPPropriate Comedy,228004,2013
"Remember Me, My Love",227986,2004
Insomnia (1998),227569,1998
"Babar, King of Elephants",227374,1999
Guiana 1838,227241,2004
Bellman and True,226944,1988
This So-Called Disaster,226658,2004
The Agronomist,226189,2004
Rumble: The Indians Who Rocked The World,226006,2017
The Keeper: The Legend of Omar Khayyam,225863,2005
The Ballad of Ramblin' Jack,225682,2000
Singh Saab The Great,225668,2013
Young Soul Rebels,225664,1991
Dr. Cabbie (U.S. only),225490,2014
The Beauty Academy of Kabul,225448,2005
Murderous Maids,225390,2002
Square Dance,225358,1987
Formosa Betrayed,225341,2010
Goal 2: Living the Dream,225067,2008
Kuch Naa Kaho,224831,2003
Sixty Six,224614,2008
